オーダー Id,オーダー日,カテゴリ,カテゴリ (Rank.Csv),サブカテゴリ,メーカー,ランク,出荷モード,出荷日,利益,国/領域,地域,市区町村,製品名,都道府県,顧客区分,顧客名,レコード数,レコード数 1,利益率,割引率,売上,数量
JP-2018-3421994,2018/01/22,家電,家電,コピー機,ブラザー,S,即日配送,2018/01/22,"￥10,930",日本,関西地方,高槻市,"ブラザー ファックスとコピー機, カラー",大阪府,大企業,芝池 誠,1,1,0.17,0,64310,5
JP-2019-3464049,2019/01/12,家具,家具,家具,Rubbermaid,B,通常配送,2019/01/19,-￥672,日本,関東地方,新宿区,"Rubvermaid 時計, マルチパック",東京都,消費者,鶴井 進,1,1,-0.12,0.15,5692,2
JP-2017-1673403,2017/09/25,事務用品,事務用品,バインダー,カーディナル,A,ファースト クラス,2017/09/28,￥0,日本,中部地方,豊田市,"カーディナル バインダー カバー, リサイクル",愛知県,消費者,雨宮 武,1,1,0,0,1648,2
JP-2018-2255061,2018/08/17,事務用品,事務用品,ラベル,Avery,A,通常配送,2018/08/22,￥11,日本,北海道,函館市,"Avery 色分けラベル, 調整可能",北海道,消費者,柚木 皐,1,1,0.01,0.4,,2
JP-2017-1613244,2017/06/07,事務用品,事務用品,画材,Stanley,A,通常配送,2017/06/11,￥300,日本,東北地方,東置賜郡川西町,"Stanley 鉛筆削り, 大容量パック",山形県,消費者,島名 千代子,1,1,0.06,0,5010,3
JP-2017-1285829,2017/08/13,家電,家電,電話機,サムスン,S,ファースト クラス,2017/08/16,￥170,日本,東北地方,弘前市,"サムスン オーディオ ドック, フル サイズ",青森県,消費者,下津 孝,1,1,0.01,0,22416,2
JP-2017-1285829,2017/08/13,事務用品,事務用品,文房具,Elite,A,ファースト クラス,2017/08/16,"￥3,780",日本,東北地方,弘前市,"Elite はさみ, 業務用",青森県,消費者,下津 孝,1,1,0.47,0,8050,5
JP-2017-2670509,2017/08/30,家電,家電,コピー機,ヒューレット・パッカード,S,通常配送,2017/09/05,"￥3,438",日本,東北地方,石巻市,"ヒューレット・パッカード ファックスとコピー機, 赤",宮城県,大企業,三宅 荘一,1,1,0.09,0,38214,3
JP-2017-1065144,2017/09/17,家電,家電,コピー機,HP,S,通常配送,2017/09/21,"￥4,190",日本,中部地方,可児市,"HP 家庭用コピー機, カラー",岐阜県,消費者,丹藤 剛,1,1,0.1,0,41910,5
JP-2017-1065144,2017/09/17,家電,家電,電話機,サムスン,S,通常配送,2017/09/21,"￥3,000",日本,中部地方,可児市,"サムスン オーディオ ドック, 青",岐阜県,消費者,丹藤 剛,1,1,0.09,0,33366,3
JP-2018-2028199,2018/08/08,事務用品,事務用品,保管箱,Eldon,A,通常配送,2018/08/13,"￥1,956",日本,東北地方,東村山郡中山町,"Eldon 棚, 業務用",山形県,大企業,北迫 明美,1,1,0.3,0,6520,2
JP-2018-2447693,2018/08/25,事務用品,事務用品,バインダー,カーディナル,A,通常配送,2018/08/29,"￥2,020",日本,中部地方,福井市,"カーディナル バインダー, エコノミー",福井県,小規模事業所,大向 小百合,1,1,0.44,0,4610,5
JP-2018-2447693,2018/08/25,事務用品,事務用品,文房具,Elite,A,通常配送,2018/08/29,"￥6,370",日本,中部地方,福井市,"Elite ペーパー ナイフ, 青",福井県,小規模事業所,大向 小百合,1,1,0.5,0,12740,7
JP-2017-1048044,2017/10/01,家具,家具,テーブル,Bevis,B,通常配送,2017/10/08,"-￥42,296",日本,関西地方,宇治市,"Bevis 木製テーブル, 組み立て済み",京都府,消費者,満永 和美,1,1,-0.25,0.2,171226,6
JP-2017-1098488,2017/10/27,事務用品,事務用品,文房具,Acme,A,ファースト クラス,2017/10/30,"￥1,398",日本,関西地方,西宮市,"Acme 裁断機, 長方形",兵庫県,大企業,山尾 真美,1,1,0.17,0,8256,3
JP-2017-1098488,2017/10/27,家電,家電,電話機,モトローラ,S,ファースト クラス,2017/10/30,"￥1,912",日本,関西地方,西宮市,"モトローラ ヘッドセット, 青",兵庫県,大企業,山尾 真美,1,1,0.18,0,10632,2
JP-2017-1098488,2017/10/27,家電,家電,コピー機,シャープ,S,ファースト クラス,2017/10/30,"￥8,136",日本,関西地方,西宮市,"シャープ コピー機, 2 つセット",兵庫県,大企業,山尾 真美,1,1,0.17,0,47880,3
JP-2020-1123641,2020/04/21,事務用品,事務用品,画材,Sanford,A,通常配送,2020/04/26,"-￥1,336",日本,北海道,帯広市,"Sanford ペン, 大容量パック",北海道,消費者,蔵前 真弓,1,1,-0.59,0.4,2274,5
JP-2020-1123641,2020/04/21,家電,家電,電話機,モトローラ,S,通常配送,2020/04/26,"-￥26,655",日本,北海道,帯広市,"モトローラ 信号ブースター, 各種サイズ",北海道,消費者,蔵前 真弓,1,1,-0.65,0.4,40874,7
JP-2019-1860329,2019/10/20,家電,家電,コピー機,キヤノン,S,通常配送,2019/10/26,"￥3,666",日本,関西地方,姫路市,"キヤノン コピー機, 2 つセット",兵庫県,大企業,大路 夏希,1,1,0.07,0,52428,3
JP-2019-1632433,2019/01/11,事務用品,事務用品,画材,Sanford,A,通常配送,2019/01/15,￥574,日本,中部地方,岡崎市,"Sanford ペン, メタル",愛知県,小規模事業所,竹崎 延,1,1,0.2,0.3,2884,5
JP-2019-1263946,2019/10/10,家具,家具,本棚,Bush,B,通常配送,2019/10/15,"-￥2,710",日本,中部地方,伊豆の国市,"Bush 本棚, メタル",静岡県,大企業,佐伯 涼香,1,1,-0.18,0.4,14756,3
JP-2019-1263946,2019/10/10,家具,家具,椅子,Safco,B,通常配送,2019/10/15,"-￥6,412",日本,中部地方,伊豆の国市,"SAFCO ロッキング チェア, 調整可能",静岡県,大企業,佐伯 涼香,1,1,-0.58,0.4,10992,2
JP-2020-1592300,2020/10/23,事務用品,事務用品,ラベル,Harbour Creations,A,通常配送,2020/10/28,￥152,日本,九州,宇佐市,"Harbour Creations ファイル フォルダ ラベル, 赤",大分県,消費者,永嶋 陽子,1,1,0.07,0,2280,4
JP-2018-2757655,2018/04/15,家具,家具,本棚,Safco,B,通常配送,2018/04/21,"-￥15,755",日本,中部地方,磐田市,"Safco クラシック スタイルの本棚, メタル",静岡県,小規模事業所,徳満 久美子,1,1,-0.3,0.4,52513,3
JP-2018-2757655,2018/04/15,事務用品,事務用品,画材,Sanford,A,通常配送,2018/04/21,-￥517,日本,中部地方,磐田市,"Sanford 蛍光ペン, 大容量パック",静岡県,小規模事業所,徳満 久美子,1,1,-0.2,0.4,2563,4
JP-2018-2757655,2018/04/15,事務用品,事務用品,保管箱,Smead,A,通常配送,2018/04/21,￥64,日本,中部地方,磐田市,"Smead 棚, メタル",静岡県,小規模事業所,徳満 久美子,1,1,0.02,0.4,3840,2
JP-2018-2757655,2018/04/15,家電,家電,コピー機,シャープ,S,通常配送,2018/04/21,"-￥23,352",日本,中部地方,磐田市,"シャープ ファックスとコピー機, 赤",静岡県,小規模事業所,徳満 久美子,1,1,-0.58,0.4,40032,6
JP-2018-2757655,2018/04/15,事務用品,事務用品,クリップ,Advantus,A,通常配送,2018/04/21,-￥158,日本,中部地方,磐田市,"Advantus 輪ゴム, メタル",静岡県,小規模事業所,徳満 久美子,1,1,-0.24,0.4,,1
JP-2018-2757655,2018/04/15,家電,家電,コピー機,ブラザー,S,通常配送,2018/04/21,"-￥9,782",日本,中部地方,磐田市,"ブラザー コピー機, デジタル",静岡県,小規模事業所,徳満 久美子,1,1,-0.47,0.4,20954,2
JP-2018-2441808,2018/10/02,家電,家電,コピー機,ブラザー,S,セカンド クラス,2018/10/04,"￥4,416",日本,中国地方,福山市,"ブラザー インク, 2 つセット",広島県,消費者,外薗 瞳,1,1,0.15,0,29460,3
JP-2018-2441808,2018/10/02,家具,家具,テーブル,Lesro,B,セカンド クラス,2018/10/04,"-￥44,995",日本,中国地方,福山市,"Lesro 丸型テーブル, 白",広島県,消費者,外薗 瞳,1,1,-0.42,0.3,105980,5
JP-2017-3414323,2017/09/10,家具,家具,椅子,Office Star,B,通常配送,2017/09/15,￥920,日本,中国地方,津山市,"Office Star ビーチ チェア, 2 つセット",岡山県,消費者,宮道 和也,1,1,0.12,0,7692,2
JP-2019-2623350,2019/11/19,事務用品,事務用品,画材,Stanley,A,セカンド クラス,2019/11/24,-￥414,日本,関東地方,国分寺市,"Stanley スケッチ帳, 各種サイズ",東京都,大企業,竹添 勝,1,1,-0.15,0.15,2698,1
JP-2019-2623350,2019/11/19,事務用品,事務用品,文房具,Kleencut,A,セカンド クラス,2019/11/24,￥985,日本,関東地方,国分寺市,"Kleencut 大型のはさみ, 長方形",東京都,大企業,竹添 勝,1,1,0.4,0.15,2463,1
JP-2020-1237379,2020/01/09,事務用品,事務用品,バインダー,アコ,A,セカンド クラス,2020/01/11,￥450,日本,関西地方,尼崎市,"アコ バインダー カバー, リサイクル",兵庫県,小規模事業所,梅﨑 愛子,1,1,0.1,0,4560,5
JP-2018-1708256,2018/09/27,家具,家具,椅子,Hon,B,通常配送,2018/10/02,"￥33,090",日本,関東地方,川崎市川崎区,"Hon 肘掛け椅子, 調整可能",神奈川県,大企業,葛生 茂,1,1,0.36,0,91926,3
JP-2018-1708256,2018/09/27,家具,家具,家具,Rubbermaid,B,通常配送,2018/10/02,￥84,日本,関東地方,川崎市川崎区,"Rubvermaid 積み重ねトレイ, 高耐久性",神奈川県,大企業,葛生 茂,1,1,0.02,0,4434,3
JP-2018-1708256,2018/09/27,事務用品,事務用品,バインダー,ウィルソン・ジョーンズ,A,通常配送,2018/10/02,"￥2,954",日本,関東地方,川崎市川崎区,"ウィルソン・ジョーンズ バインダー カバー, 高耐久性",神奈川県,大企業,葛生 茂,1,1,0.5,0,5922,7
JP-2018-1708256,2018/09/27,事務用品,事務用品,画材,Sanford,A,通常配送,2018/10/02,"￥13,168",日本,関東地方,川崎市川崎区,"Sanford キャンバス, 各種サイズ",神奈川県,大企業,葛生 茂,1,1,0.46,0,28640,8
JP-2018-1708256,2018/09/27,事務用品,事務用品,画材,Boston,A,通常配送,2018/10/02,￥136,日本,関東地方,川崎市川崎区,"Boston ペン, 各種サイズ",神奈川県,大企業,葛生 茂,1,1,0.06,0,2320,2
JP-2018-1708256,2018/09/27,事務用品,事務用品,紙,エナーマックス,A,通常配送,2018/10/02,￥708,日本,関東地方,川崎市川崎区,"エナーマックス メモ用紙, 12 パック",神奈川県,大企業,葛生 茂,1,1,0.18,0,3960,3
JP-2020-3896146,2020/03/02,事務用品,事務用品,ラベル,Novimex,A,ファースト クラス,2020/03/05,￥546,日本,関西地方,高槻市,"Novimex 法的提出用ラベル, 調整可能",大阪府,大企業,伊良部 美羽,1,1,0.14,0,3906,7
JP-2020-3896146,2020/03/02,家具,家具,家具,Rubbermaid,B,ファースト クラス,2020/03/05,"￥2,856",日本,関西地方,高槻市,"Rubvermaid フレーム, 黒",大阪府,大企業,伊良部 美羽,1,1,0.13,0,21978,3
JP-2020-3896146,2020/03/02,家電,家電,コピー機,シャープ,S,ファースト クラス,2020/03/05,"￥3,152",日本,関西地方,高槻市,"シャープ 家庭用コピー機, 赤",大阪府,大企業,伊良部 美羽,1,1,0.4,0,7880,1
JP-2020-1498765,2020/04/29,家電,家電,コピー機,シャープ,S,通常配送,2020/05/04,"￥21,888",日本,中国地方,福山市,"シャープ インク, カラー",広島県,消費者,小田部 輝,1,1,0.29,0,75510,9
JP-2017-1563529,2017/12/01,家具,家具,テーブル,Bevis,B,通常配送,2017/12/05,￥170,日本,九州,古賀市,"Bevis コーヒー テーブル, 組み立て済み",福岡県,大企業,富松 健三,1,1,0,0,42620,2
JP-2018-3077710,2018/06/03,家電,家電,付属品,エナーマックス,S,通常配送,2018/06/07,"￥47,532",日本,関西地方,高槻市,"エナーマックス ルータ, エコノミー",大阪府,小規模事業所,三田村 海斗,1,1,0.46,0,103332,6
JP-2018-3077710,2018/06/03,事務用品,事務用品,クリップ,Advantus,A,通常配送,2018/06/07,￥420,日本,関西地方,高槻市,"Advantus ホチキス, 各種サイズ",大阪府,小規模事業所,三田村 海斗,1,1,0.11,0,3878,7
JP-2018-3077710,2018/06/03,家具,家具,本棚,Sauder,B,通常配送,2018/06/07,"￥14,634",日本,関西地方,高槻市,"Sauder 本棚, 白",大阪府,小規模事業所,三田村 海斗,1,1,0.49,0,29868,3
JP-2018-1579717,2018/02/12,家電,家電,付属品,ロジクール,S,ファースト クラス,2018/02/14,"￥3,790",日本,中国地方,福山市,"ロジクール メモリ カード, エコノミー",広島県,小規模事業所,永浜 恭子,1,1,0.11,0,34460,5
JP-2020-5911979,2020/02/20,家具,家具,本棚,Dania,B,セカンド クラス,2020/02/23,"￥2,700",日本,関東地方,藤沢市,"Dania 棚セット, メタル",神奈川県,消費者,辺見 翔太,1,1,0.04,0,67524,6
JP-2019-3264112,2019/10/31,事務用品,事務用品,バインダー,Avery,A,セカンド クラス,2019/11/02,￥144,日本,関西地方,西宮市,"Avery 穴の補強テープ, エコノミー",兵庫県,消費者,河江 昭夫,1,1,0.24,0,,2
JP-2019-3264112,2019/10/31,事務用品,事務用品,バインダー,Ibico,A,セカンド クラス,2019/11/02,￥204,日本,関西地方,西宮市,"Ibico 穴の補強テープ, クリア",兵庫県,消費者,河江 昭夫,1,1,0.24,0,,2
JP-2018-1506181,2018/05/25,家電,家電,コピー機,キヤノン,S,ファースト クラス,2018/05/27,"-￥14,804",日本,中部地方,伊豆の国市,"キヤノン 家庭用コピー機, カラー",静岡県,小規模事業所,宮腰 節子,1,1,-0.37,0.4,40370,7
JP-2018-1506181,2018/05/25,事務用品,事務用品,文房具,Kleencut,A,ファースト クラス,2018/05/27,"￥1,043",日本,中部地方,伊豆の国市,"Kleencut 大型のはさみ, 長方形",静岡県,小規模事業所,宮腰 節子,1,1,0.15,0.4,6955,4
JP-2018-1506181,2018/05/25,事務用品,事務用品,バインダー,Avery,A,ファースト クラス,2018/05/27,￥874,日本,中部地方,伊豆の国市,"Avery 穴あけパンチ, クリア",静岡県,小規模事業所,宮腰 節子,1,1,0.1,0.4,8746,8
JP-2019-2471747,2019/09/20,事務用品,事務用品,画材,Boston,A,ファースト クラス,2019/09/22,-￥335,日本,中部地方,上田市,"Boston マーカー, 各種サイズ",長野県,大企業,滝村 節子,1,1,-0.24,0.3,1379,1
JP-2019-2471747,2019/09/20,家具,家具,椅子,Safco,B,ファースト クラス,2019/09/22,"￥7,950",日本,中部地方,上田市,"SAFCO スツール, 調整可能",長野県,大企業,滝村 節子,1,1,0.14,0,56810,5
JP-2019-2471747,2019/09/20,家電,家電,電話機,アップル,S,ファースト クラス,2019/09/22,￥170,日本,中部地方,上田市,"アップル ヘッドセット, 各種サイズ",長野県,大企業,滝村 節子,1,1,0.02,0,10148,2
JP-2019-2471747,2019/09/20,事務用品,事務用品,紙,サンディスク,A,ファースト クラス,2019/09/22,"￥1,248",日本,中部地方,上田市,"サンディスク リーム, プレミアム",長野県,大企業,滝村 節子,1,1,0.21,0,5958,3
JP-2019-2471747,2019/09/20,家電,家電,付属品,エナーマックス,S,ファースト クラス,2019/09/22,"￥15,844",日本,中部地方,上田市,"エナーマックス ルータ, エコノミー",長野県,大企業,滝村 節子,1,1,0.46,0,34444,2
JP-2019-2471747,2019/09/20,事務用品,事務用品,クリップ,Advantus,A,ファースト クラス,2019/09/22,￥216,日本,中部地方,上田市,"Advantus 画鋲, 大容量パック",長野県,大企業,滝村 節子,1,1,0.06,0,3624,4
JP-2019-1376771,2019/05/28,家電,家電,付属品,ベルキン,S,通常配送,2019/06/03,"￥4,032",日本,九州,久留米市,"ベルキン メモリ カード, プログラミング可能",福岡県,消費者,神田 丈夫,1,1,0.26,0,15508,2
JP-2019-1376771,2019/05/28,事務用品,事務用品,アプライアンス,ブレビル,A,通常配送,2019/06/03,"￥4,380",日本,九州,久留米市,"ブレビル コーヒーミル, シルバー",福岡県,消費者,神田 丈夫,1,1,0.21,0,20870,5
JP-2019-1376771,2019/05/28,家電,家電,コピー機,HP,S,通常配送,2019/06/03,"￥5,028",日本,九州,久留米市,"HP 家庭用コピー機, カラー",福岡県,消費者,神田 丈夫,1,1,0.1,0,50292,6
JP-2020-3896146,2020/07/25,家電,家電,付属品,サンディスク,S,セカンド クラス,2020/07/28,"￥14,736",日本,関西地方,茨木市,"サンディスク ルータ, リサイクル",大阪府,消費者,常岡 翔太,1,1,0.29,0,50832,3
JP-2020-2510222,2020/04/04,事務用品,事務用品,紙,エナーマックス,A,ファースト クラス,2020/04/06,"￥2,478",日本,関西地方,姫路市,"エナーマックス ノート, 12 パック",兵庫県,大企業,稲木 静香,1,1,0.38,0,6528,3
JP-2019-3701091,2019/05/17,家具,家具,本棚,Bush,B,ファースト クラス,2019/05/20,"￥35,104",日本,関西地方,和泉市,"Bush 書庫, 黒",大阪府,消費者,若生 陽子,1,1,0.36,0,97512,4
JP-2020-1736236,2020/04/02,事務用品,事務用品,封筒,Ames,A,通常配送,2020/04/06,"￥1,100",日本,関西地方,東大阪市,"Ames 社内用封筒, 赤",大阪府,小規模事業所,阿藤 真,1,1,0.17,0,6488,2
JP-2017-1552100,2017/08/20,事務用品,事務用品,アプライアンス,ハミルトンビーチ,A,通常配送,2017/08/24,"￥5,564",日本,関東地方,新宿区,"ハミルトンビーチ コーヒーミル, 赤",東京都,大企業,霜田 匠,1,1,0.16,0.15,33844,14
JP-2017-1552100,2017/08/20,家電,家電,コピー機,キヤノン,S,通常配送,2017/08/24,"￥16,719",日本,関東地方,新宿区,"キヤノン 無線ファックス, カラー",東京都,大企業,霜田 匠,1,1,0.26,0.15,64617,3
JP-2017-5924789,2017/08/16,家具,家具,椅子,Hon,B,通常配送,2017/08/23,"￥14,000",日本,関東地方,小山市,"Hon 折り畳み式の椅子, 黒",栃木県,大企業,掛布 禎子,1,1,0.38,0,36862,7
JP-2019-4273258,2019/03/12,事務用品,事務用品,クリップ,Advantus,A,通常配送,2019/03/16,￥302,日本,中部地方,浜松市中区,"Advantus 輪ゴム, 大容量パック",静岡県,消費者,新実 禎子,1,1,0.11,0.4,2654,4
JP-2017-2676293,2017/10/15,家具,家具,本棚,Dania,B,ファースト クラス,2017/10/17,"￥56,916",日本,中国地方,福山市,"Dania 書庫, 白",広島県,小規模事業所,湯谷 貞子,1,1,0.39,0,145968,6
JP-2020-2095007,2020/10/10,事務用品,事務用品,文房具,Stiletto,A,通常配送,2020/10/15,"￥2,484",日本,中国地方,福山市,"Stiletto 裁断機, 業務用",広島県,大企業,小笹 克己,1,1,0.42,0,5916,2
JP-2018-2223076,2018/06/09,家具,家具,椅子,Novimex,B,通常配送,2018/06/16,"-￥4,224",日本,関東地方,小平市,"Novimex 折り畳み式の椅子, 2 つセット",東京都,大企業,塩原 真弓,1,1,-0.18,0.15,23936,5
JP-2017-2008255,2017/06/25,事務用品,事務用品,文房具,Stiletto,A,通常配送,2017/06/30,"￥3,620",日本,関東地方,東松山市,"Stiletto はさみ, 青",埼玉県,小規模事業所,辻上 美優,1,1,0.46,0,7870,5
JP-2017-2008255,2017/06/25,事務用品,事務用品,封筒,GlobeWeis,A,通常配送,2017/06/30,￥818,日本,関東地方,東松山市,"GlobeWeis 各種封筒, シルバー",埼玉県,小規模事業所,辻上 美優,1,1,0.3,0,2730,1
JP-2017-2008255,2017/06/25,家具,家具,椅子,Office Star,B,通常配送,2017/06/30,￥580,日本,関東地方,東松山市,"Office Star スツール, 調整可能",埼玉県,小規模事業所,辻上 美優,1,1,0.01,0,58810,5
JP-2020-1197854,2020/05/07,事務用品,事務用品,文房具,Fiskars,A,通常配送,2020/05/13,"￥1,056",日本,関西地方,八尾市,"Fiskars ペーパー ナイフ, 青",大阪府,小規模事業所,鶴原 萌,1,1,0.19,0,5586,3
JP-2020-1197854,2020/05/07,事務用品,事務用品,保管箱,Smead,A,通常配送,2020/05/13,￥255,日本,関西地方,八尾市,"Smead ファイル カート, 青",大阪府,小規模事業所,鶴原 萌,1,1,0.01,0,25680,3
JP-2020-1030177,2020/05/17,事務用品,事務用品,ラベル,Harbour Creations,A,通常配送,2020/05/22,-￥221,日本,関東地方,新宿区,"Harbour Creations 色分けラベル, 高耐久性",東京都,消費者,貝原 翔,1,1,-0.05,0.15,4519,6
JP-2020-1030177,2020/05/17,事務用品,事務用品,画材,Sanford,A,通常配送,2020/05/22,￥150,日本,関東地方,新宿区,"Sanford ペン, 各種サイズ",東京都,消費者,貝原 翔,1,1,0.09,0.15,1618,2
JP-2020-2526731,2020/03/21,事務用品,事務用品,保管箱,Eldon,A,セカンド クラス,2020/03/23,-￥736,日本,関西地方,四日市市,"Eldon フォルダ, 青",三重県,消費者,丸岡 翼,1,1,-0.54,0.4,1358,2
JP-2020-2526731,2020/03/21,家電,家電,コピー機,キヤノン,S,セカンド クラス,2020/03/23,-￥1,日本,関西地方,四日市市,"キヤノン コピー機, 赤",三重県,消費者,丸岡 翼,1,1,0,0.4,20827,2
JP-2020-3892064,2020/06/16,事務用品,事務用品,文房具,Fiskars,A,ファースト クラス,2020/06/19,￥576,日本,東北地方,青森市,"Fiskars はさみ, 長方形",青森県,消費者,貞広 茂,1,1,0.11,0,5296,4
JP-2018-2762367,2018/07/13,事務用品,事務用品,保管箱,Rogers,A,ファースト クラス,2018/07/14,"-￥5,620",日本,関東地方,立川市,"Rogers ロッカー, メタル",東京都,大企業,前浜 匠,1,1,-0.12,0.15,47756,4
JP-2018-2762367,2018/07/13,家電,家電,事務機器,OKI データ,S,ファースト クラス,2018/07/14,"￥7,863",日本,関東地方,立川市,"OKI データ レシート プリンター, マルチカラー",東京都,大企業,前浜 匠,1,1,0.38,0.15,20895,3
JP-2020-1635831,2020/09/30,事務用品,事務用品,画材,Stanley,A,ファースト クラス,2020/10/01,￥492,日本,関東地方,相模原市中央区,"Stanley 蛍光ペン, 各種サイズ",神奈川県,消費者,横内 正博,1,1,0.07,0,7152,6
JP-2020-1200647,2020/09/09,家具,家具,椅子,Novimex,B,通常配送,2020/09/14,-￥260,日本,関西地方,四日市市,"Novimex ビーチ チェア, 調整可能",三重県,消費者,綿引 寛,1,1,-0.13,0.4,1938,1
JP-2020-1200647,2020/09/09,事務用品,事務用品,バインダー,Avery,A,通常配送,2020/09/14,-￥184,日本,関西地方,四日市市,"Avery 穴の補強テープ, リサイクル",三重県,消費者,綿引 寛,1,1,-0.32,0.4,,3
JP-2020-1200647,2020/09/09,事務用品,事務用品,バインダー,ウィルソン・ジョーンズ,A,通常配送,2020/09/14,"-￥2,011",日本,関西地方,四日市市,"ウィルソン・ジョーンズ 穴あけパンチ, 高耐久性",三重県,消費者,綿引 寛,1,1,-0.57,0.4,3539,3
JP-2020-1200647,2020/09/09,事務用品,事務用品,バインダー,Avery,A,通常配送,2020/09/14,-￥215,日本,関西地方,四日市市,"Avery バインダー カバー, リサイクル",三重県,消費者,綿引 寛,1,1,-0.47,0.4,,1
JP-2017-1246186,2017/08/24,事務用品,事務用品,紙,ゼロックス,A,通常配送,2017/08/30,-￥802,日本,東北地方,久慈市,"ゼロックス メモ用紙, マルチカラー",岩手県,消費者,関村 由美,1,1,-0.34,0.4,2390,4
JP-2017-1246186,2017/08/24,家具,家具,家具,Deflect-O,B,通常配送,2017/08/30,-￥438,日本,東北地方,久慈市,"Deflect-O ドア ストッパー, 高耐久性",岩手県,消費者,関村 由美,1,1,-0.03,0.4,13114,8
JP-2017-1246186,2017/08/24,事務用品,事務用品,バインダー,ウィルソン・ジョーンズ,A,通常配送,2017/08/30,￥418,日本,東北地方,久慈市,"ウィルソン・ジョーンズ バインダー カバー, 高耐久性",岩手県,消費者,関村 由美,1,1,0.16,0.4,2538,5
JP-2017-1246186,2017/08/24,事務用品,事務用品,画材,Stanley,A,通常配送,2017/08/30,"-￥3,408",日本,東北地方,久慈市,"Stanley 鉛筆削り, 大容量パック",岩手県,消費者,関村 由美,1,1,-0.57,0.4,6012,6
JP-2017-1246186,2017/08/24,家具,家具,本棚,Dania,B,通常配送,2017/08/30,"￥1,211",日本,東北地方,久慈市,"Dania 本棚, 従来型",岩手県,消費者,関村 由美,1,1,0.08,0.4,14591,3
JP-2017-1246186,2017/08/24,家具,家具,椅子,Hon,B,通常配送,2017/08/30,"-￥5,327",日本,東北地方,久慈市,"Hon ロッキング チェア, 調整可能",岩手県,消費者,関村 由美,1,1,-0.33,0.4,15973,3
JP-2017-1246186,2017/08/24,事務用品,事務用品,バインダー,Avery,A,通常配送,2017/08/30,-￥883,日本,東北地方,久慈市,"Avery とじ機, エコノミー",岩手県,消費者,関村 由美,1,1,-0.15,0.4,5861,3
JP-2017-1246186,2017/08/24,事務用品,事務用品,画材,Stanley,A,通常配送,2017/08/30,-￥475,日本,東北地方,久慈市,"Stanley マーカー, 各種サイズ",岩手県,消費者,関村 由美,1,1,-0.47,0.4,1015,1
JP-2017-1246186,2017/08/24,事務用品,事務用品,ラベル,Avery,A,通常配送,2017/08/30,-￥283,日本,東北地方,久慈市,"Avery 取り外し可能ラベル, 白",岩手県,消費者,関村 由美,1,1,-0.22,0.4,1289,3
JP-2017-1246186,2017/08/24,事務用品,事務用品,バインダー,カーディナル,A,通常配送,2017/08/30,"-￥6,280",日本,東北地方,久慈市,"カーディナル とじ機, エコノミー",岩手県,消費者,関村 由美,1,1,-0.45,0.4,13936,7
JP-2017-1860329,2017/02/15,事務用品,事務用品,文房具,Acme,A,通常配送,2017/02/19,￥462,日本,四国,松山市,"Acme 大型のはさみ, 長方形",愛媛県,消費者,本永 夏希,1,1,0.05,0,9324,3
JP-2017-1860329,2017/02/15,事務用品,事務用品,紙,Green Bar,A,通常配送,2017/02/19,"￥2,760",日本,四国,松山市,"Green Bar スケジュール帳, リサイクル",愛媛県,消費者,本永 夏希,1,1,0.35,0,7900,5
JP-2017-1860329,2017/02/15,家電,家電,付属品,エナーマックス,S,通常配送,2017/02/19,￥912,日本,四国,松山市,"エナーマックス マウス, エコノミー",愛媛県,消費者,本永 夏希,1,1,0.34,0,2686,1
JP-2017-1860329,2017/02/15,事務用品,事務用品,ラベル,Novimex,A,通常配送,2017/02/19,￥716,日本,四国,松山市,"Novimex 色分けラベル, 高耐久性",愛媛県,消費者,本永 夏希,1,1,0.42,0,1708,2
JP-2020-2080610,2020/10/13,家具,家具,家具,Rubbermaid,B,通常配送,2020/10/17,￥266,日本,北海道,旭川市,"Rubvermaid フォト フレーム, プレミアム",北海道,大企業,花野 大輔,1,1,0.07,0.4,4030,2
JP-2017-1326132,2017/12/24,事務用品,事務用品,封筒,Kraft,A,通常配送,2017/12/29,￥828,日本,九州,八代市,"Kraft 業務用封筒, シルバー",熊本県,大企業,浦本 真,1,1,0.33,0,2512,2
JP-2017-1326132,2017/12/24,家電,家電,電話機,シスコ,S,通常配送,2017/12/29,"￥88,144",日本,九州,八代市,"シスコ 充電器, 青",熊本県,大企業,浦本 真,1,1,0.29,0,303982,7
JP-2020-2187786,2020/01/01,家電,家電,電話機,モトローラ,S,通常配送,2020/01/06,￥170,日本,東北地方,東村山郡中山町,"モトローラ 充電器, 各種サイズ",山形県,消費者,三溝 誠,1,1,0,0,86072,2
JP-2018-3472199,2018/04/06,家具,家具,椅子,Harbour Creations,B,セカンド クラス,2018/04/09,"￥12,528",日本,中部地方,小牧市,"Harbour Creations 折り畳み式の椅子, 赤",愛知県,小規模事業所,喜多見 翔,1,1,0.48,0,26104,4
JP-2018-3472199,2018/04/06,事務用品,事務用品,保管箱,Tenex,A,セカンド クラス,2018/04/09,￥85,日本,中部地方,小牧市,"Tenex ボックス, 青",愛知県,小規模事業所,喜多見 翔,1,1,0.08,0,1100,1
JP-2018-3472199,2018/04/06,事務用品,事務用品,クリップ,OIC,A,セカンド クラス,2018/04/09,￥216,日本,中部地方,小牧市,"OIC ホチキス, 各種サイズ",愛知県,小規模事業所,喜多見 翔,1,1,0.37,0,,1
